PSI1_1,PSI2_1,PSI3_1,PSI4_1,PSI5_1,PSI6_1,PSI7_1,PSI8_1,PSI9_1,PSI10_1,PSI11_1,PSI12_1,PSI13_1,PSI14_1,PSI15_1,PSI16_1,PSI17_1,PSI18_1,PSI19_1,PSI20_1,PSI21_4,PSI22,PSI23_1,PSI24_1,PSI25_1,FIN1_4,FIN2_4,FIN3_4,FIN4_4,FIN5_4,FIN6_4,FIN7_4,FIN8_4,FIN9_4,FIN10_4,FIN11_4,FIN12_1,FIN13_1,FIN14_1,FIN15_1,FIN16_1,FIN17_1,FIN18_1,FIN19_1,FIN20_1,FIN21_1,FIN22_1,FIN23_1,FIN24_1,FIN25_1,FIN26_1,FIN27_1,FIN28_1,FIN29_1,FIN30_1,DEM1,DEM4,DEM4.1,DEM5,DEM6,DEM7,DEM10,DEM11,DEM13,DEM14,DEM15,DEM16,2D4D,FWHR
2,4,5,4,5,4,4,3,5,3,4,4,4,4,2,4,3,5,4,1,4,Não,3,4,3,7,3,7,1,3,5,1,1,1,1,3,1,1,4,6,4,5,6,6,1,6,1,1,3,1,3,1,5,5,5,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",4 a 7,Heterossexual,21,Quatro ou mais vezes na semana,Há mais de 3 anos,379,379
4,4,4,5,5,5,5,4,5,5,5,4,5,4,4,4,4,5,4,2,5,Não,3,3,3,5,1,2,1,5,5,3,1,1,2,1,2,5,7,5,3,5,7,4,1,1,1,1,1,1,1,2,5,5,5,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",4 a 7,Heterossexual,20,Pelo menos uma vez na semana,Há menos de 1 ano,380,380
4,2,4,3,2,1,5,2,2,4,4,5,5,5,1,1,4,5,4,1,4,Não,1,1,1,7,5,3,7,1,5,4,5,4,4,4,6,6,7,3,7,6,7,3,5,5,6,4,5,3,1,5,5,6,6,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"Até 1 salário mínimo (até R$ 1.039,00)",1 a 3,Heterossexual,20,Pelo menos três vezes na semana,Há mais de 3 anos,381,381
4,3,4,5,4,2,4,2,5,2,4,5,5,4,2,2,4,5,4,4,3,Não,3,3,3,4,6,6,2,6,6,6,6,3,6,5,6,2,5,3,4,6,7,6,1,4,2,1,1,2,3,3,3,5,3,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 3 a 6 salários mínimos (de R$ 3.117,01 a R$ 6.234,00)",1 a 3,Heterossexual,20,Nunca,Há menos de 1 ano,382,382
3,5,5,5,4,5,4,4,2,4,2,4,4,5,2,2,4,5,4,5,4,Não,3,2,2,5,1,7,6,3,6,5,7,1,1,1,5,5,7,5,4,4,5,1,1,1,1,4,7,4,5,5,5,5,5,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"Até 1 salário mínimo (até R$ 1.039,00)",1 a 3,Heterossexual,20,Pelo menos uma vez na semana,Há menos de 1 ano,383,383
4,4,4,4,4,3,5,3,2,4,4,5,4,4,3,2,3,3,2,1,3,Não,3,3,3,1,3,4,1,5,5,1,1,1,1,1,5,7,7,5,6,6,7,3,5,2,2,1,2,5,6,5,4,6,3,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",4 a 7,Outra,21,Nunca,Há menos de 1 ano,384,384
4,4,4,5,4,1,4,1,4,4,5,5,5,5,3,2,3,5,4,4,5,Não,3,3,3,7,7,1,5,7,7,7,6,7,7,6,7,6,7,5,7,7,7,5,1,7,2,2,4,3,3,6,1,7,5,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",1 a 3,Heterossexual,19,Pelo menos uma vez na semana,Há mais de 3 anos,386,386
4,4,4,4,4,2,5,4,5,3,2,2,5,2,2,2,4,2,4,4,4,Não,4,1,1,7,3,4,1,6,5,2,2,4,2,1,2,3,6,6,4,4,4,1,1,2,1,2,2,5,1,6,1,5,4,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 9 a 12 salários mínimos (de R$ 9.351,01 a 12.468,00)",4 a 7,Heterossexual,19,Pelo menos uma vez na semana,Há mais de 3 anos,387,387
5,4,4,5,5,5,5,4,2,2,4,4,5,5,3,4,4,2,2,5,5,Não,3,3,3,5,5,5,1,6,6,1,1,2,1,5,3,3,7,3,1,7,7,5,1,1,1,1,1,7,1,5,1,5,1,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 3 a 6 salários mínimos (de R$ 3.117,01 a R$ 6.234,00)",4 a 7,Heterossexual,18,Pelo menos duas vezes na semana,Há menos de 1 ano,388,388
4,3,2,4,5,5,5,4,5,2,1,4,4,5,4,2,4,5,4,5,5,Não,5,4,4,2,3,6,3,5,5,1,5,1,1,5,1,2,7,4,6,1,7,1,1,1,1,2,1,1,1,5,1,5,4,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 3 a 6 salários mínimos (de R$ 3.117,01 a R$ 6.234,00)",1 a 3,Heterossexual,20,Pelo menos uma vez na semana,Há mais de 3 anos,389,389
5,3,4,2,4,3,4,2,5,2,4,4,5,4,2,2,3,2,2,4,5,Não,3,3,3,5,3,5,2,2,5,2,2,2,5,5,2,2,6,3,4,4,7,1,1,1,1,1,1,1,3,3,1,5,1,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 3 a 6 salários mínimos (de R$ 3.117,01 a R$ 6.234,00)",4 a 7,Heterossexual,20,Pelo menos uma vez na semana,Há menos de 1 ano,390,390
4,3,4,4,3,4,5,4,4,3,2,4,4,4,3,4,4,3,1,2,4,Não,4,2,2,6,5,1,5,4,5,4,4,1,1,4,1,4,6,4,5,5,7,1,1,4,3,5,6,5,5,5,3,7,1,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",1 a 3,Heterossexual,21,Pelo menos uma vez na semana,Entre 1 e 2 anos,391,391
4,3,4,4,4,4,5,4,2,1,4,2,4,5,1,4,5,5,4,2,4,Não,3,5,1,6,6,5,1,7,7,2,1,6,5,1,2,1,7,6,6,5,6,2,1,2,5,5,6,2,1,5,1,6,6,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",4 a 7,Heterossexual,18,Pelo menos três vezes na semana,Há menos de 1 ano,392,392
4,4,3,4,5,3,4,2,4,3,3,1,4,4,3,3,4,1,4,1,3,Não,4,4,4,6,2,4,4,5,3,3,2,4,2,3,5,4,5,5,2,5,5,6,1,2,2,3,1,3,1,6,3,5,3,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",1 a 3,Heterossexual,20,Quatro ou mais vezes na semana,Há mais de 3 anos,393,393
4,3,4,4,4,4,5,2,4,4,4,5,5,4,4,4,4,5,4,1,5,Não,3,3,3,5,7,1,1,5,5,6,6,6,6,6,7,4,6,5,4,2,7,1,1,1,1,2,1,1,1,1,1,5,5,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",1 a 3,Heterossexual,21,Pelo menos uma vez na semana,Há mais de 3 anos,394,394
2,3,3,4,1,1,2,4,2,1,2,4,3,5,2,2,1,1,5,5,2,Não,3,3,3,6,3,7,4,6,7,2,5,6,3,5,5,5,5,7,4,5,6,4,2,3,3,5,7,5,1,1,5,3,3,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"Até 1 salário mínimo (até R$ 1.039,00)",1 a 3,Heterossexual,19,Quatro ou mais vezes na semana,Há mais de 3 anos,395,395
5,4,4,3,4,2,2,2,5,4,3,5,5,5,4,4,4,5,4,3,2,Não,3,3,3,7,7,7,2,7,6,5,4,6,3,5,7,4,7,4,5,6,6,5,5,7,5,4,4,2,6,3,1,6,6,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",1 a 3,Heterossexual,18,Nunca,Há menos de 1 ano,396,396
2,4,4,3,3,2,4,3,4,3,4,4,4,4,3,2,4,1,2,3,4,Não,3,3,3,6,5,6,1,2,4,3,2,1,1,5,5,6,5,3,1,3,7,2,1,1,2,3,2,4,1,2,4,5,5,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",1 a 3,Heterossexual,18,Nunca,Entre 1 e 2 anos,398,398
5,4,4,4,5,2,4,5,2,4,4,4,5,4,1,1,2,4,4,4,5,Sim,5,5,1,3,6,3,5,7,2,7,7,7,7,4,2,5,4,3,4,2,4,7,5,1,2,5,1,5,6,6,6,7,3,Nível superior incompleto,Não,,Em união estável,Nenhum,Não,"De 6 a 9 salários mínimos (de R$ 6.234,01 a R$ 9.351,00)",1 a 3,Heterossexual,23,Pelo menos duas vezes na semana,Há mais de 3 anos,399,399
4,4,4,5,4,2,5,4,4,2,4,4,5,5,4,4,4,5,2,1,4,Não,3,3,3,7,6,3,3,5,5,6,3,7,6,5,3,3,5,6,5,3,7,2,3,1,1,1,1,6,1,5,5,6,6,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",1 a 3,Heterossexual,18,Pelo menos uma vez na semana,Há menos de 1 ano,400,400
2,3,3,4,5,3,4,1,4,3,2,3,4,5,4,3,3,4,2,1,5,Não,3,3,3,6,4,5,2,4,6,5,5,2,6,2,1,5,4,6,2,4,6,1,2,1,1,1,1,2,1,2,4,5,6,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",1 a 3,Outra,20,Pelo menos uma vez na semana,Há menos de 1 ano,401,401
2,4,3,4,4,4,3,1,1,1,2,5,3,1,3,4,3,2,4,1,3,Não,1,1,3,6,4,3,1,2,4,7,6,6,6,6,6,4,6,6,6,6,7,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
5,3,4,5,5,4,5,4,4,5,4,5,5,2,2,5,4,5,2,5,3,Não,5,5,5,6,6,3,7,7,7,5,3,3,3,1,1,6,6,5,2,1,7,6,1,2,2,1,1,6,1,5,2,7,1,Nível superior incompleto,Sim,Esquerda,"Em relacionamento sério, casado ou em união estável",Nenhum,Não,"Mais de 15 salários mínimos (mais de R$ 15.585, 01)",4 a 7,Heterossexual,18,Pelo menos três vezes na semana,Entre 1 e 2 anos,403,403
4,4,4,4,4,4,4,2,4,4,4,5,3,2,2,4,4,4,4,1,5,Não,4,2,1,6,4,6,2,6,6,2,3,3,3,6,6,6,5,5,6,5,6,6,5,4,2,2,6,3,6,2,6,5,5,Nível superior completo,Não,,Solteiro,Nenhum,Não,"Até 1 salário mínimo (até R$ 1.039,00)",4 a 7,Heterossexual,22,Quatro ou mais vezes na semana,Entre 1 e 2 anos,404,404
3,4,4,5,5,4,5,3,5,4,5,4,5,5,5,4,4,5,3,5,5,Não,5,5,5,6,6,3,1,6,6,1,1,1,1,1,1,6,6,6,6,6,6,1,1,1,1,2,1,1,1,3,1,4,1,Nível superior completo,Não,,"Em relacionamento sério, casado ou em união estável",Nenhum,Não,"Mais de 15 salários mínimos (mais de R$ 15.585, 01)",1 a 3,Heterossexual,25,Quatro ou mais vezes na semana,Entre 1 e 2 anos,407,407
5,2,5,4,5,2,5,3,5,2,5,5,5,5,4,3,4,5,5,5,2,Não,3,3,3,1,1,1,5,4,4,1,1,1,1,1,4,1,7,7,4,5,7,2,1,1,1,1,1,1,5,5,1,7,7,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 3 a 6 salários mínimos (de R$ 3.117,01 a R$ 6.234,00)",1 a 3,Heterossexual,19,Quatro ou mais vezes na semana,Há menos de 1 ano,405,405
4,3,5,5,5,4,5,3,5,4,4,5,5,4,5,5,5,5,4,4,4,Não,3,3,3,7,4,5,4,5,5,7,7,6,7,7,7,7,7,7,6,5,7,2,1,1,1,1,1,2,3,1,1,4,4,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",1 a 3,Heterossexual,25,Quatro ou mais vezes na semana,Há menos de 1 ano,408,408
4,2,3,5,5,2,4,4,2,3,5,5,5,5,5,2,5,4,4,5,5,Não,4,4,4,5,1,3,3,4,4,6,5,5,5,4,4,4,4,3,4,4,7,4,1,2,2,4,4,2,2,3,3,5,2,2º. Grau completo,Não,,"Em relacionamento sério, casado ou em união estável",Nenhum,Não,"De 9 a 12 salários mínimos (de R$ 9.351,01 a 12.468,00)",4 a 7,outra,18,Pelo menos três vezes na semana,Há mais de 3 anos,409,409
4,3,4,4,4,4,4,5,1,4,2,1,4,2,2,3,2,5,5,2,2,Não,3,5,2,7,2,6,2,6,4,7,6,4,7,7,5,2,6,3,4,4,5,2,4,2,2,2,2,2,2,2,5,2,3,Pós-graduado,Não,,Solteiro,Nenhum,Não,"De 3 a 6 salários mínimos (de R$ 3.117,01 a R$ 6.234,00)",1 a 3,Heterossexual,26,Quatro ou mais vezes na semana,Há mais de 3 anos,406,406
4,4,3,5,5,5,5,5,4,4,5,5,5,4,2,4,4,5,4,5,4,Não,3,5,3,5,4,4,3,4,5,7,6,7,7,7,5,5,7,6,7,3,5,5,2,3,2,4,1,3,6,6,1,7,6,Nível superior completo,Não,,Solteiro,Nenhum,Não,"Mais de 15 salários mínimos (mais de R$ 15.585, 01)",1 a 3,outra,17,Pelo menos três vezes na semana,Há menos de 1 ano,410,410
2,2,4,4,4,2,4,3,2,2,3,2,3,2,4,4,5,5,2,4,5,Não,3,3,3,6,6,5,1,3,6,6,6,4,6,5,1,5,6,4,6,3,7,1,1,1,2,1,1,1,2,3,1,2,2,Nível superior incompleto,Sim,Esquerda,Solteiro,Nenhum,Não,"Até 1 salário mínimo (até R$ 1.039,00)",1 a 3,Heterossexual,20,Nunca,Não faço exercício físico,412,412
2,3,4,5,5,4,5,4,5,4,5,5,5,4,2,2,2,4,1,4,4,Não,3,3,1,6,6,7,2,5,5,5,1,5,5,2,6,5,7,5,7,7,7,1,1,1,1,1,4,2,1,1,1,6,1,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",1 a 3,Heterossexual,24,Pelo menos uma vez na semana,Há menos de 1 ano,413,413
4,4,5,5,5,5,5,4,4,4,4,2,5,2,4,4,4,5,5,4,5,Não,3,3,3,7,7,6,2,6,6,7,6,5,6,7,7,7,6,7,2,4,6,6,4,1,2,2,2,3,1,3,2,3,2,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"Mais de 15 salários mínimos (mais de R$ 15.585, 01)",1 a 3,Heterossexual,18,Pelo menos três vezes na semana,Há mais de 3 anos,415,415
2,5,4,5,5,4,5,1,4,3,3,3,3,4,2,4,2,5,5,5,4,Não,3,3,3,7,1,7,1,1,3,7,5,4,5,6,5,2,5,5,5,6,6,2,2,2,2,5,2,1,1,1,1,6,6,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 12 a 15 salários mínimos (de R$ 12.468,01 a R$ 15.585,00)",4 a 7,Heterossexual,18,Quatro ou mais vezes na semana,Entre 1 e 2 anos,414,414
4,3,5,5,5,2,5,2,4,3,4,4,5,5,4,2,3,4,4,4,4,Não,5,2,1,5,3,2,2,3,3,3,6,1,3,5,3,6,6,2,2,3,7,1,1,1,3,2,2,2,3,1,3,6,5,Nível superior incompleto,Não,,"Em relacionamento sério, casado ou em união estável",Nenhum,Não,"Até 1 salário mínimo (até R$ 1.039,00)",1 a 3,Heterossexual,20,Quatro ou mais vezes na semana,Há mais de 3 anos,416,416
1,1,4,4,4,4,4,5,1,4,4,4,4,4,3,4,4,5,4,4,4,Sim,4,4,2,5,1,5,1,3,3,6,6,5,6,6,5,6,5,6,6,3,6,1,1,1,1,2,2,1,1,7,1,3,3,Nível superior incompleto,Não,,"Em relacionamento sério, casado ou em união estável",Nenhum,Não,"De 6 a 9 salários mínimos (de R$ 6.234,01 a R$ 9.351,00)",1 a 3,Heterossexual,32,Quatro ou mais vezes na semana,Há mais de 3 anos,417,417
3,3,4,4,4,2,5,3,5,4,4,5,4,5,3,2,2,1,3,1,5,Não,4,1,1,5,3,4,2,2,2,5,5,5,6,5,2,3,6,1,6,4,7,1,1,1,1,1,3,2,1,3,3,5,4,Nível superior incompleto,Não,,"Em relacionamento sério, casado ou em união estável",Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",4 a 7,Heterossexual,19,Pelo menos duas vezes na semana,Não faço exercício físico,418,418
3,2,3,5,5,1,2,1,2,3,4,5,5,3,4,2,4,1,4,1,5,Não,5,3,1,3,6,4,5,1,6,2,2,1,1,6,7,1,7,4,2,6,6,6,4,1,3,1,7,2,5,6,5,7,7,Pós-graduando,Não,,Solteiro,Nenhum,Não,"De 6 a 9 salários mínimos (de R$ 6.234,01 a R$ 9.351,00)",4 a 7,Heterossexual,20,Quatro ou mais vezes na semana,Entre 1 e 2 anos,419,419
4,2,4,4,5,5,5,4,4,3,4,5,4,5,4,4,5,5,4,4,5,Não,3,3,3,5,2,7,2,2,3,1,1,1,1,2,1,3,2,3,2,1,5,1,1,1,3,2,2,2,3,1,2,5,1,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 6 a 9 salários mínimos (de R$ 6.234,01 a R$ 9.351,00)",1 a 3,Heterossexual,21,Pelo menos uma vez na semana,Há mais de 3 anos,420,420
4,4,5,5,2,4,2,1,2,1,4,4,5,4,3,1,4,5,2,1,4,Não,4,5,1,2,2,2,1,5,2,3,3,2,5,2,6,6,7,7,3,3,7,1,3,1,2,1,6,5,2,2,5,3,3,Nível superior incompleto,Não,,"Em relacionamento sério, casado ou em união estável",Nenhum,Não,"Até 1 salário mínimo (até R$ 1.039,00)",1 a 3,outra,21,Nunca,Não faço exercício físico,422,422
1,4,4,2,5,2,5,2,4,1,2,2,5,5,4,2,3,4,2,4,5,Não,3,3,3,1,1,2,1,5,1,6,2,1,6,1,6,2,6,1,7,5,7,3,2,1,1,6,1,3,1,2,1,6,5,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 6 a 9 salários mínimos (de R$ 6.234,01 a R$ 9.351,00)",4 a 7,Heterossexual,20,Quatro ou mais vezes na semana,Há menos de 1 ano,421,421
4,4,4,4,3,3,3,4,4,4,3,3,4,3,4,2,3,4,4,1,4,Não,4,3,1,5,6,6,6,6,6,7,7,7,7,7,6,7,7,7,7,7,7,1,3,1,1,1,1,1,1,5,1,5,5,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 3 a 6 salários mínimos (de R$ 3.117,01 a R$ 6.234,00)",4 a 7,Heterossexual,19,Pelo menos três vezes na semana,Há mais de 3 anos,423,423
2,4,3,5,5,2,5,1,5,2,4,4,5,5,2,4,4,5,4,4,5,Não,3,3,3,5,7,4,2,7,6,7,7,5,6,1,2,6,7,5,7,6,7,5,1,5,6,6,5,2,5,1,1,2,1,Pós-graduando,Não,,Solteiro,Nenhum,Não,"De 6 a 9 salários mínimos (de R$ 6.234,01 a R$ 9.351,00)",4 a 7,outra,17,Quatro ou mais vezes na semana,Há menos de 1 ano,425,425
5,3,4,5,1,2,3,4,4,4,3,2,4,2,4,1,3,5,4,2,4,Não,5,4,1,2,2,5,5,3,5,5,3,3,3,2,2,2,7,3,4,5,7,6,3,1,3,1,5,2,7,6,6,5,5,Nível superior completo,Não,,"Em relacionamento sério, casado ou em união estável",Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",1 a 3,Heterossexual,26,Pelo menos três vezes na semana,Entre 1 e 2 anos,424,424
4,3,5,4,5,4,5,3,5,3,4,4,3,5,4,4,4,5,4,4,5,Não,3,3,3,6,1,3,1,5,5,5,1,1,7,1,4,4,6,5,1,6,7,1,1,1,1,1,1,1,1,1,1,5,3,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 3 a 6 salários mínimos (de R$ 3.117,01 a R$ 6.234,00)",4 a 7,Heterossexual,18,Quatro ou mais vezes na semana,Há menos de 1 ano,426,426
4,3,4,4,4,2,2,2,5,4,5,5,5,4,2,2,4,5,4,2,4,Não,4,5,2,5,2,5,1,4,3,5,1,2,5,6,5,3,5,6,5,6,3,1,1,1,1,1,1,1,1,1,1,5,3,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",4 a 7,Heterossexual,19,Pelo menos três vezes na semana,Entre 1 e 2 anos,428,428
3,3,4,5,4,1,1,5,4,5,3,5,4,5,2,1,4,5,4,5,3,Não,3,3,3,6,4,5,2,6,6,7,7,7,7,7,7,6,6,6,7,5,6,4,1,1,1,3,1,3,6,1,5,7,7,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",4 a 7,outra,19,Nunca,Entre 1 e 2 anos,427,427
2,3,4,5,5,4,5,3,4,4,2,4,4,4,2,4,2,5,4,2,4,Não,3,3,3,6,3,5,1,5,5,7,7,1,7,3,3,6,7,5,4,5,5,5,1,1,1,1,2,1,1,1,1,7,3,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 3 a 6 salários mínimos (de R$ 3.117,01 a R$ 6.234,00)",1 a 3,Heterossexual,19,Quatro ou mais vezes na semana,Entre 1 e 2 anos,429,429
3,2,4,5,4,4,4,1,4,3,2,2,2,4,3,2,3,5,2,5,2,Não,3,3,3,6,2,5,1,2,6,1,1,1,1,1,1,7,7,1,1,1,7,1,1,1,1,1,1,1,1,2,1,1,1,2º. Grau completo,Não,,Solteiro,Nenhum,Não,"Até 1 salário mínimo (até R$ 1.039,00)",1 a 3,Heterossexual,23,Pelo menos uma vez na semana,Não faço exercício físico,430,430
2,2,2,3,1,2,5,4,5,2,3,4,4,4,2,2,2,3,2,1,3,Não,3,3,3,5,5,6,5,4,4,3,1,1,3,3,6,3,6,5,6,4,7,3,2,1,2,1,4,5,5,3,5,5,5,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"Até 1 salário mínimo (até R$ 1.039,00)",1 a 3,Heterossexual,22,Pelo menos duas vezes na semana,Há menos de 1 ano,431,431
