PSI1_1,PSI2_1,PSI3_1,PSI4_1,PSI5_1,PSI6_1,PSI7_1,PSI8_1,PSI9_1,PSI10_1,PSI11_1,PSI12_1,PSI13_1,PSI14_1,PSI15_1,PSI16_1,PSI17_1,PSI18_1,PSI19_1,PSI20_1,PSI21_4,PSI22,PSI23_1,PSI24_1,PSI25_1,FIN1_4,FIN2_4,FIN3_4,FIN4_4,FIN5_4,FIN6_4,FIN7_4,FIN8_4,FIN9_4,FIN10_4,FIN11_4,FIN12_1,FIN13_1,FIN14_1,FIN15_1,FIN16_1,FIN17_1,FIN18_1,FIN19_1,FIN20_1,FIN21_1,FIN22_1,FIN23_1,FIN24_1,FIN25_1,FIN26_1,FIN27_1,FIN28_1,FIN29_1,FIN30_1,DEM1,DEM4,DEM4.1,DEM5,DEM6,DEM7,DEM10,DEM11,DEM13,DEM14,DEM15,DEM16,2D4D,FWHR
2,4,3,4,3,2,2,2,3,2,2,4,4,4,4,4,4,5,4,2,3,Não,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,6,5,5,5,7,1,3,2,2,1,1,5,5,3,5,3,5,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"Até 1 salário mínimo (até R$ 1.039,00)",4 a 7,Heterossexual,19,Nunca,Não faço exercício físico,432,432
5,4,3,4,5,1,4,2,3,2,3,4,5,5,4,2,2,4,3,4,4,Sim,3,2,5,5,3,6,1,5,4,3,2,1,1,2,3,5,4,4,5,3,6,4,1,1,5,3,2,5,7,7,3,3,6,Nível superior incompleto,Não,,"Em relacionamento sério, casado ou em união estável",Nenhum,Não,"Até 1 salário mínimo (até R$ 1.039,00)",1 a 3,outra,20,Nunca,Não faço exercício físico,433,433
4,3,5,5,4,1,3,5,4,3,3,4,5,5,4,2,4,5,4,1,5,Não,4,1,4,4,1,3,1,6,5,7,6,6,7,7,7,7,7,6,6,4,7,4,1,1,3,1,1,6,5,3,6,7,7,Nível superior incompleto,Não,,"Em relacionamento sério, casado ou em união estável",Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",4 a 7,Heterossexual,20,Pelo menos três vezes na semana,Há mais de 3 anos,434,434
4,4,3,5,4,3,4,4,2,2,4,4,4,3,4,3,3,5,4,2,4,Não,3,3,3,6,3,3,5,6,6,1,1,2,1,2,5,7,6,3,7,7,6,1,1,1,1,1,1,3,3,5,1,3,3,Nível superior completo,Não,,Solteiro,Nenhum,Não,"De 9 a 12 salários mínimos (de R$ 9.351,01 a 12.468,00)",4 a 7,Heterossexual,28,Quatro ou mais vezes na semana,Há mais de 3 anos,435,435
2,2,2,4,4,2,4,4,1,4,4,2,5,4,2,2,3,5,5,5,4,Não,5,5,1,7,5,1,1,5,7,7,7,7,7,7,6,7,7,7,7,7,7,1,3,1,1,1,1,1,1,1,5,1,5,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 3 a 6 salários mínimos (de R$ 3.117,01 a R$ 6.234,00)",1 a 3,Heterossexual,24,Quatro ou mais vezes na semana,Há mais de 3 anos,436,436
4,3,4,5,3,3,4,4,4,4,5,4,5,1,4,3,4,5,4,1,4,Não,1,1,1,5,5,4,2,6,6,5,5,5,5,4,7,7,4,5,7,6,7,2,2,2,2,2,1,5,1,1,5,7,7,Nível superior completo,Não,,Solteiro,Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",1 a 3,Heterossexual,24,Pelo menos duas vezes na semana,Há menos de 1 ano,437,437
5,4,4,5,5,3,5,4,4,5,4,4,5,5,3,4,5,5,4,4,4,Não,4,5,3,6,5,6,5,4,6,5,4,6,4,5,6,6,7,6,6,4,7,1,1,1,1,1,1,2,1,1,1,3,2,Nível superior incompleto,Não,,"Em relacionamento sério, casado ou em união estável",Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",4 a 7,Heterossexual,21,Nunca,Não faço exercício físico,438,438
2,3,4,4,4,5,4,2,5,4,4,5,5,5,5,5,5,5,4,3,4,Não,4,4,1,4,4,5,1,6,4,6,6,6,6,6,7,7,7,7,6,6,7,1,1,1,1,1,1,1,2,5,1,5,6,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"Até 1 salário mínimo (até R$ 1.039,00)",1 a 3,Heterossexual,23,Nunca,Não faço exercício físico,439,439
4,4,3,5,4,2,4,4,5,5,4,4,4,4,3,2,4,4,5,1,4,Não,5,5,4,3,7,5,2,7,6,6,6,6,6,6,3,5,7,6,6,6,7,4,2,2,5,1,1,6,7,6,6,7,5,Pós-graduando,Não,,"Em relacionamento sério, casado ou em união estável",Nenhum,Não,"De 3 a 6 salários mínimos (de R$ 3.117,01 a R$ 6.234,00)",4 a 7,Heterossexual,25,Quatro ou mais vezes na semana,Há mais de 3 anos,441,441
3,2,3,4,4,3,2,4,5,4,2,2,3,3,5,1,5,1,5,1,3,Não,4,3,4,7,7,2,2,2,5,3,4,2,2,5,5,6,3,5,3,1,7,6,3,1,2,1,1,6,5,3,2,7,1,Pós-graduado,Não,,"Em relacionamento sério, casado ou em união estável",Nenhum,Não,"De 9 a 12 salários mínimos (de R$ 9.351,01 a 12.468,00)",1 a 3,Heterossexual,30,Pelo menos três vezes na semana,Há mais de 3 anos,443,443
5,5,5,5,5,5,5,2,5,1,5,5,5,5,4,5,5,5,4,1,5,Não,3,3,3,5,6,5,7,5,2,4,4,4,4,4,7,7,7,7,7,4,7,1,7,5,1,1,5,2,7,6,6,7,7,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 3 a 6 salários mínimos (de R$ 3.117,01 a R$ 6.234,00)",1 a 3,Heterossexual,22,Pelo menos três vezes na semana,Entre 1 e 2 anos,445,445
5,5,5,4,4,4,5,1,4,4,4,4,5,4,3,4,4,1,2,1,4,Não,1,1,1,3,1,1,1,5,5,7,1,3,7,4,7,6,6,6,6,6,7,4,1,1,1,1,1,6,7,5,1,3,7,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",1 a 3,outra,23,Nunca,Não faço exercício físico,444,444
5,4,4,5,4,5,5,4,4,4,5,5,5,4,4,5,5,5,5,1,1,Não,5,5,1,6,7,1,6,5,6,6,6,6,6,1,7,7,7,7,6,2,7,7,2,3,3,1,5,5,7,6,6,7,3,Nível superior incompleto,Não,,"Em relacionamento sério, casado ou em união estável",Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",1 a 3,Heterossexual,27,Pelo menos duas vezes na semana,Entre 1 e 2 anos,446,446
4,4,4,5,5,2,4,3,3,5,5,5,4,5,5,2,5,1,5,1,3,Não,5,5,3,5,3,6,1,5,4,7,5,3,7,7,6,6,7,4,5,3,7,4,1,1,1,1,6,1,3,4,1,5,5,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",4 a 7,Heterossexual,25,Pelo menos três vezes na semana,Entre 1 e 2 anos,447,447
2,2,5,5,2,1,2,4,5,4,2,1,5,5,2,2,2,5,4,2,1,Não,2,4,1,6,2,7,1,2,3,1,1,1,1,1,1,5,6,5,2,3,7,1,1,1,1,2,1,1,1,1,5,6,5,Pós-graduando,Não,,"Em relacionamento sério, casado ou em união estável",Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",1 a 3,Heterossexual,27,Nunca,Não faço exercício físico,448,448
4,4,4,5,4,4,4,5,5,4,2,4,5,5,4,4,4,5,4,4,5,Não,4,2,1,7,5,1,1,2,5,1,1,1,1,1,1,6,5,5,4,1,7,1,1,1,1,1,1,1,1,5,1,5,7,Pós-graduando,Não,,Solteiro,Nenhum,Não,"De 6 a 9 salários mínimos (de R$ 6.234,01 a R$ 9.351,00)",1 a 3,Heterossexual,23,Pelo menos duas vezes na semana,Há mais de 3 anos,449,449
4,4,4,5,2,5,4,2,4,2,4,4,4,4,4,1,3,4,4,1,4,Não,4,4,4,5,6,1,2,7,6,2,1,1,1,5,6,6,6,7,6,7,7,7,1,1,1,1,2,5,3,3,3,6,3,Pós-graduando,Não,,"Em relacionamento sério, casado ou em união estável",Nenhum,Não,"De 3 a 6 salários mínimos (de R$ 3.117,01 a R$ 6.234,00)",4 a 7,Heterossexual,26,Pelo menos duas vezes na semana,Há mais de 3 anos,450,450
2,2,4,2,4,2,4,2,4,2,2,2,4,2,3,4,4,4,4,1,5,Não,1,1,1,7,5,2,1,2,5,2,3,1,3,3,6,7,6,6,6,5,7,3,1,1,2,2,2,2,5,1,2,2,3,Pós-graduando,Não,,Solteiro,Nenhum,Não,"De 3 a 6 salários mínimos (de R$ 3.117,01 a R$ 6.234,00)",1 a 3,Heterossexual,28,Pelo menos duas vezes na semana,Há menos de 1 ano,451,451
4,3,4,5,4,4,4,3,4,4,3,4,5,4,2,4,4,5,4,4,4,Não,4,4,4,5,5,7,1,6,6,6,3,7,6,7,7,5,6,6,7,5,7,3,1,1,1,1,1,2,1,2,2,3,5,Nível superior incompleto,Não,,"Em relacionamento sério, casado ou em união estável",Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",1 a 3,Heterossexual,21,Pelo menos uma vez na semana,Entre 1 e 2 anos,452,452
2,2,3,5,4,4,2,3,5,3,3,2,4,4,4,4,5,5,4,5,5,Não,3,3,3,7,2,6,3,5,6,6,1,4,6,3,3,4,4,2,3,4,7,4,1,1,2,4,4,3,5,3,1,3,5,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",4 a 7,Heterossexual,22,Pelo menos três vezes na semana,Há menos de 1 ano,453,453
1,2,4,5,1,1,4,4,4,2,2,5,5,4,4,2,4,4,1,3,3,Não,3,3,3,5,7,1,1,6,6,2,2,2,2,2,2,7,7,7,7,5,7,6,5,1,1,6,1,1,5,1,2,6,7,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"Até 1 salário mínimo (até R$ 1.039,00)",Moro sozinho,Heterossexual,23,Nunca,Não faço exercício físico,454,454
2,5,3,4,5,2,5,2,5,4,3,4,4,4,4,3,2,4,3,2,3,Não,3,2,2,5,2,6,1,2,3,4,4,4,4,5,5,5,6,2,3,6,6,2,2,2,3,2,3,1,4,6,6,6,5,Nível superior incompleto,Não,,"Em relacionamento sério, casado ou em união estável",Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",1 a 3,Heterossexual,19,Pelo menos duas vezes na semana,Há menos de 1 ano,455,455
2,2,3,4,2,4,5,3,4,2,2,5,5,5,2,2,3,1,3,1,5,Não,3,1,4,4,3,6,6,5,6,1,1,5,1,6,7,7,7,6,7,7,7,2,1,7,1,1,1,6,5,2,2,2,7,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"Até 1 salário mínimo (até R$ 1.039,00)",4 a 7,Heterossexual,23,Pelo menos uma vez na semana,Há mais de 3 anos,457,457
4,3,4,4,5,3,5,3,4,3,4,4,4,4,4,4,4,4,2,4,3,Não,4,4,3,5,3,5,3,3,5,7,6,3,7,5,7,5,6,6,6,3,6,4,3,2,3,2,5,3,6,5,3,5,5,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 3 a 6 salários mínimos (de R$ 3.117,01 a R$ 6.234,00)",4 a 7,Heterossexual,20,Nunca,Não faço exercício físico,456,456
3,3,4,4,3,5,3,2,3,2,3,5,5,4,1,2,2,4,2,1,4,Não,3,5,3,4,4,5,5,5,4,5,2,2,4,4,7,6,6,7,7,7,7,4,5,1,1,2,1,2,5,1,2,3,5,Nível superior incompleto,Não,,"Em relacionamento sério, casado ou em união estável",Nenhum,Não,"Até 1 salário mínimo (até R$ 1.039,00)",1 a 3,outra,19,Nunca,Não faço exercício físico,458,458
4,3,3,4,2,2,2,5,2,4,4,4,3,2,2,2,3,2,3,2,3,Não,4,2,4,6,5,6,5,5,5,5,2,4,5,5,3,7,5,6,7,4,5,5,4,4,1,5,3,3,2,5,6,5,5,2º. Grau completo,Não,,Solteiro,Nenhum,Não,"Até 1 salário mínimo (até R$ 1.039,00)",1 a 3,Heterossexual,19,Pelo menos duas vezes na semana,Há menos de 1 ano,459,459
4,4,5,4,5,4,5,3,5,4,4,5,5,4,3,4,4,5,4,5,5,Não,4,5,1,4,5,6,2,6,5,5,5,1,3,5,3,2,6,6,4,3,7,1,1,1,2,1,1,1,5,1,2,6,5,Nível superior incompleto,Não,,"Em relacionamento sério, casado ou em união estável",Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",1 a 3,Heterossexual,19,Pelo menos uma vez na semana,Há menos de 1 ano,462,462
3,2,3,3,4,4,5,3,5,4,4,4,5,3,3,3,3,4,2,1,5,Não,5,4,4,5,4,4,3,2,3,6,5,1,6,5,3,7,5,4,6,5,7,4,2,1,2,1,5,1,3,4,1,3,2,2º. Grau completo,Não,,"Em relacionamento sério, casado ou em união estável",Nenhum,Não,"De 3 a 6 salários mínimos (de R$ 3.117,01 a R$ 6.234,00)",4 a 7,Heterossexual,18,Pelo menos uma vez na semana,Há mais de 3 anos,464,464
4,5,4,4,2,1,4,3,4,3,4,4,4,5,4,1,3,3,2,2,5,Não,3,3,3,5,6,6,5,6,4,4,4,3,4,4,5,7,7,6,5,3,5,4,1,4,3,2,4,5,1,5,6,6,4,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"Até 1 salário mínimo (até R$ 1.039,00)",4 a 7,Heterossexual,18,Pelo menos uma vez na semana,Há mais de 3 anos,461,461
4,3,3,4,4,5,5,4,4,3,3,4,5,5,4,4,4,5,4,3,4,Não,3,3,3,5,5,5,5,6,6,4,3,5,6,5,4,4,5,5,3,2,6,1,2,1,2,2,2,4,1,4,5,6,2,2º. Grau completo,Não,,Solteiro,Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",4 a 7,Heterossexual,19,Pelo menos três vezes na semana,Há mais de 3 anos,460,460
2,2,3,3,4,4,4,3,2,1,2,4,4,5,4,2,2,1,1,5,4,Não,3,3,3,5,1,5,1,4,5,3,2,2,2,4,6,3,5,1,5,4,6,3,1,3,3,1,1,5,2,1,3,5,1,2º. Grau completo,Não,,Solteiro,Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",4 a 7,Heterossexual,17,Pelo menos uma vez na semana,Entre 1 e 2 anos,463,463
2,2,4,5,4,4,4,4,4,2,4,4,5,4,4,2,2,4,4,2,4,Não,3,3,4,6,5,5,5,5,5,2,3,2,3,1,2,1,5,5,3,6,7,4,1,1,1,1,1,1,1,1,1,1,1,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"Até 1 salário mínimo (até R$ 1.039,00)",4 a 7,Heterossexual,19,Pelo menos duas vezes na semana,Há mais de 3 anos,465,465
3,2,1,4,4,1,5,2,5,1,1,1,2,1,1,2,2,5,4,1,1,Não,1,1,1,1,4,6,3,6,5,6,6,6,6,6,6,6,4,6,6,6,6,6,5,5,2,2,2,1,2,2,6,6,5,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"Até 1 salário mínimo (até R$ 1.039,00)",Mais de 10,outra,21,Nunca,Entre 1 e 2 anos,466,466
5,3,3,4,4,2,4,3,3,1,5,2,4,2,3,4,4,1,3,4,3,Não,5,3,1,4,1,5,4,5,6,2,2,3,3,3,3,5,6,4,5,4,7,4,1,1,4,1,1,1,2,1,1,3,1,Pós-graduando,Não,,Solteiro,Nenhum,Não,"De 6 a 9 salários mínimos (de R$ 6.234,01 a R$ 9.351,00)",4 a 7,Heterossexual,20,Nunca,Não faço exercício físico,467,467
4,3,4,4,2,1,4,4,4,2,4,4,5,5,4,2,4,5,4,4,3,Não,3,3,3,5,3,3,1,6,3,6,6,4,6,3,6,6,7,7,5,6,6,1,1,1,1,1,1,1,3,1,1,1,2,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 6 a 9 salários mínimos (de R$ 6.234,01 a R$ 9.351,00)",1 a 3,outra,19,Pelo menos três vezes na semana,Há menos de 1 ano,468,468
4,5,4,3,4,2,5,3,4,4,4,4,4,4,3,4,4,4,2,4,3,Não,4,4,1,6,6,5,5,6,6,5,2,6,6,6,5,6,7,6,6,6,6,5,5,1,2,1,2,2,6,6,2,7,2,Pós-graduado,Não,,Solteiro,Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",4 a 7,Heterossexual,24,Nunca,Não faço exercício físico,469,469
3,4,4,5,4,2,4,4,5,2,4,5,5,4,4,2,4,5,4,1,4,Não,4,4,2,6,3,3,2,4,6,5,2,3,5,5,5,7,6,5,6,5,7,1,1,1,2,6,2,4,1,1,2,5,5,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",1 a 3,Heterossexual,22,Quatro ou mais vezes na semana,Há menos de 1 ano,470,470
3,4,4,4,5,5,4,2,3,4,4,5,5,1,4,4,4,5,4,5,5,Não,5,5,1,6,1,4,1,1,1,6,6,1,6,4,5,5,7,6,6,2,6,1,1,1,1,1,1,2,1,6,1,6,2,Nível superior incompleto,Não,,"Em relacionamento sério, casado ou em união estável",Nenhum,Não,"De 12 a 15 salários mínimos (de R$ 12.468,01 a R$ 15.585,00)",Moro sozinho,Heterossexual,22,Pelo menos duas vezes na semana,Há menos de 1 ano,472,472
3,3,5,5,5,5,4,5,4,4,5,4,5,4,4,4,4,5,4,5,5,Não,5,5,5,5,1,6,1,6,6,5,5,6,6,6,1,5,7,5,7,1,7,1,1,1,1,1,1,1,1,1,1,1,1,Nível superior incompleto,Não,,"Em relacionamento sério, casado ou em união estável",Nenhum,Não,"Mais de 15 salários mínimos (mais de R$ 15.585, 01)",4 a 7,Heterossexual,19,Pelo menos três vezes na semana,Há menos de 1 ano,471,471
1,2,5,5,3,2,4,3,4,2,4,4,4,4,2,1,3,5,2,1,4,Não,3,3,3,7,1,6,1,1,5,2,1,2,6,1,1,2,5,1,2,1,7,1,1,1,1,1,1,1,1,1,1,6,2,2º. Grau incompleto,Não,,Solteiro,Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",4 a 7,outra,19,Nunca,Não faço exercício físico,473,473
2,4,4,5,5,2,4,5,4,4,4,4,5,4,4,4,2,2,4,4,4,Sim,4,4,1,7,7,2,1,5,7,5,4,5,5,5,1,2,7,5,5,5,6,4,5,2,3,3,2,1,5,5,3,6,2,Pós-graduado,Não,,"Em relacionamento sério, casado ou em união estável",Nenhum,Não,"De 9 a 12 salários mínimos (de R$ 9.351,01 a 12.468,00)",1 a 3,Heterossexual,30,Pelo menos duas vezes na semana,Entre 1 e 2 anos,475,475
3,3,4,5,4,5,3,3,5,3,5,4,5,4,4,3,5,1,4,3,4,Não,3,3,3,5,7,6,5,5,7,6,7,7,6,6,6,1,7,6,6,5,6,1,1,1,1,1,4,2,1,1,2,4,6,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"Até 1 salário mínimo (até R$ 1.039,00)",1 a 3,Heterossexual,20,Pelo menos duas vezes na semana,Há mais de 3 anos,474,474
4,4,4,4,3,3,3,3,4,5,5,4,5,4,4,2,3,4,3,1,5,Não,5,4,2,7,6,7,1,7,5,7,7,7,7,7,7,7,6,7,6,6,7,6,4,1,2,1,1,2,1,5,5,6,6,Nível superior incompleto,Sim,Esquerda,Solteiro,Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",4 a 7,Heterossexual,22,Pelo menos uma vez na semana,Há menos de 1 ano,476,476
4,4,5,5,4,1,5,3,5,4,5,5,5,5,4,2,5,5,4,5,5,Não,3,3,3,7,7,7,5,5,6,1,1,6,1,5,5,7,7,7,6,6,7,1,1,1,1,1,1,2,6,1,1,6,1,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 3 a 6 salários mínimos (de R$ 3.117,01 a R$ 6.234,00)",4 a 7,Heterossexual,22,Nunca,Não faço exercício físico,477,477
2,2,4,5,5,5,2,2,4,4,4,2,5,4,2,4,3,5,1,5,5,Não,5,4,2,7,2,6,2,3,5,6,2,1,6,2,6,2,7,6,7,4,6,4,1,2,3,2,1,2,2,7,1,7,1,Nível superior incompleto,Não,,"Em relacionamento sério, casado ou em união estável",Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",4 a 7,Heterossexual,19,Nunca,Não faço exercício físico,478,478
4,3,4,5,2,1,5,2,3,1,4,4,5,4,4,2,4,4,4,2,2,Não,5,4,4,2,2,1,1,6,6,1,1,7,1,6,5,6,4,6,2,3,6,7,1,2,2,1,2,5,6,5,5,6,2,Nível superior incompleto,Não,,"Em relacionamento sério, casado ou em união estável",Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",4 a 7,Heterossexual,19,Nunca,Não faço exercício físico,481,481
2,3,2,4,2,2,5,3,4,2,4,5,4,4,2,2,4,4,2,5,5,Não,3,3,3,3,2,4,3,3,4,2,2,3,5,6,1,5,6,3,4,3,6,5,1,1,4,1,1,1,1,1,1,5,4,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 3 a 6 salários mínimos (de R$ 3.117,01 a R$ 6.234,00)",1 a 3,Heterossexual,21,Nunca,Não faço exercício físico,479,479
3,2,4,4,4,1,4,4,2,1,1,5,1,4,4,3,4,2,2,4,1,Não,5,5,4,6,1,2,1,6,1,7,7,7,7,7,7,7,7,7,7,5,7,1,1,1,4,1,1,7,7,1,1,7,7,Nível superior incompleto,Não,,"Em relacionamento sério, casado ou em união estável",Nenhum,Não,"De 3 a 6 salários mínimos (de R$ 3.117,01 a R$ 6.234,00)",4 a 7,outra,21,Pelo menos três vezes na semana,Há menos de 1 ano,482,482
4,4,3,5,4,1,4,2,2,1,2,4,5,4,2,1,4,5,2,1,4,Não,3,3,3,7,7,5,7,7,5,1,1,6,1,7,7,7,5,6,7,6,7,7,6,6,5,6,6,6,6,6,6,7,7,Nível superior incompleto,Não,,Solteiro,Nenhum,Não,"De 6 a 9 salários mínimos (de R$ 6.234,01 a R$ 9.351,00)",1 a 3,Heterossexual,26,Pelo menos uma vez na semana,Há mais de 3 anos,480,480
5,2,4,5,4,1,4,2,4,5,2,4,3,2,2,2,2,2,2,1,2,Sim,5,5,2,7,3,1,5,5,6,7,7,6,7,3,7,4,4,6,7,4,7,5,7,1,1,5,3,7,6,7,2,7,6,Nível superior incompleto,Não,,"Em relacionamento sério, casado ou em união estável",Nenhum,Não,"De 1 a 3 salários mínimos (de R$ 1.039,01 a R$ 3.117,00)",4 a 7,Heterossexual,22,Pelo menos uma vez na semana,Há mais de 3 anos,483,483
